|dates|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedCases.data|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Kusilvak_Alaska_UnitedStates.NYT_ConfirmedCases.data|Kusilvak_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Kusilvak_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1601.0|0|0.0|100|4.0|0|0.0|100
