|dates|Mifflin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mifflin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mifflin_Pennsylvania_UnitedStates.Male_Total_Population.data|Mifflin_Pennsylvania_UnitedStates.Male_Total_Population.missing|Mifflin_Pennsylvania_UnitedStates.Female_Total_Population.data|Mifflin_Pennsylvania_UnitedStates.Female_Total_Population.missing|Mifflin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Mifflin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10034.0|0|22636.0|0|23586.0|0|10256.0|0
