|dates|Crisp_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crisp_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crisp_Georgia_UnitedStates.Male_Total_Population.data|Crisp_Georgia_UnitedStates.Male_Total_Population.missing|Crisp_Georgia_UnitedStates.Female_Total_Population.data|Crisp_Georgia_UnitedStates.Female_Total_Population.missing|Crisp_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Crisp_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4217.0|0|10687.0|0|11914.0|0|5464.0|0
