|dates|JimHogg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JimHogg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JimHogg_Texas_UnitedStates.Male_Total_Population.data|JimHogg_Texas_UnitedStates.Male_Total_Population.missing|JimHogg_Texas_UnitedStates.Female_Total_Population.data|JimHogg_Texas_UnitedStates.Female_Total_Population.missing|JimHogg_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|JimHogg_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-02-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-03-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-04-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-05-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-06-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-07-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-08-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-09-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-10-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-11-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-09|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-10|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-11|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-12|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-13|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-14|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-15|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-16|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-17|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-18|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-19|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-20|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-21|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-22|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-23|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-24|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-25|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-26|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-27|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-28|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-29|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-30|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2020-12-31|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-01|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-02|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-03|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-04|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-05|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-06|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-07|923.0|0|2694.0|0|2554.0|0|1613.0|0
0|2021-01-08|923.0|0|2694.0|0|2554.0|0|1613.0|0
