|dates|Charlevoix_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlevoix_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlevoix_Michigan_UnitedStates.Male_Total_Population.data|Charlevoix_Michigan_UnitedStates.Male_Total_Population.missing|Charlevoix_Michigan_UnitedStates.Female_Total_Population.data|Charlevoix_Michigan_UnitedStates.Female_Total_Population.missing|Charlevoix_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Charlevoix_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6399.0|0|12988.0|0|13256.0|0|4955.0|0
