|dates|OutofMI_Michigan_UnitedStates.BLS_EmployedPopulation.data|OutofMI_Michigan_UnitedStates.BLS_EmployedPopulation.missing|OutofMI_Michigan_UnitedStates.BLS_UnemployedPopulation.data|OutofMI_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|OutofMI_Michigan_UnitedStates.BLS_UnemploymentRate.data|OutofMI_Michigan_UnitedStates.BLS_UnemploymentRate.missing|OutofMI_Michigan_UnitedStates.BLS_LaborForcePopulation.data|OutofMI_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
