|dates|Cheboygan_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cheboygan_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cheboygan_Michigan_UnitedStates.Male_Total_Population.data|Cheboygan_Michigan_UnitedStates.Male_Total_Population.missing|Cheboygan_Michigan_UnitedStates.Female_Total_Population.data|Cheboygan_Michigan_UnitedStates.Female_Total_Population.missing|Cheboygan_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Cheboygan_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6927.0|0|12673.0|0|12740.0|0|4163.0|0
