|dates|Lea_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Lea_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Lea_NewMexico_UnitedStates.AveragePrecipitation.data|Lea_NewMexico_UnitedStates.AveragePrecipitation.missing|Lea_NewMexico_UnitedStates.AverageWindDirection.data|Lea_NewMexico_UnitedStates.AverageWindDirection.missing|Lea_NewMexico_UnitedStates.AverageWindSpeed.data|Lea_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|218.125|0|12.010416666666666|0
0|2020-01-02|0.0|0|0.0011458333333333333|0|244.6875|0|11.708333333333334|0
0|2020-01-03|0.0|0|0.00010416666666666667|0|265.3125|0|8.536458333333334|0
0|2020-01-04|0.0|0|0.0|0|238.69791666666666|0|9.072916666666666|0
0|2020-01-05|0.0|0|0.0|0|143.64583333333334|0|9.395833333333334|0
0|2020-01-06|0.0|0|0.0|0|218.48958333333334|0|10.661458333333334|0
0|2020-01-07|0.0|0|0.0|0|209.47916666666666|0|10.489583333333334|0
0|2020-01-08|0.0|0|0.0|0|188.125|0|13.0|0
0|2020-01-09|0.0|0|0.0|0|198.33333333333334|0|10.583333333333334|0
0|2020-01-10|0.0|0|0.0|0|260.2604166666667|0|14.255208333333334|0
0|2020-01-11|0.0|0|0.0|0|253.64583333333334|0|12.776041666666666|0
0|2020-01-12|0.0|0|0.0|0|213.69791666666666|0|8.614583333333334|0
0|2020-01-13|0.0|0|0.0|0|195.1388888888889|0|9.039930555555555|0
0|2020-01-14|0.0|0|0.0|0|231.04166666666666|0|9.572916666666666|0
0|2020-01-15|0.0|0|0.0|0|144.47916666666666|0|7.979166666666667|0
0|2020-01-16|0.0|0|0.0|0|100.15625|0|12.307291666666666|0
0|2020-01-17|0.0|0|0.0|0|192.29166666666666|0|10.598958333333334|0
0|2020-01-18|0.0|0|0.0|0|139.53125|0|9.3125|0
0|2020-01-19|0.0|0|0.0|0|115.10416666666667|0|8.171875|0
0|2020-01-20|0.0|0|0.0|0|95.83333333333333|0|6.4375|0
0|2020-01-21|0.0|0|0.00020833333333333335|0|141.25|0|10.770833333333334|0
0|2020-01-22|0.0|0|0.0|0|259.0104166666667|0|12.15625|0
0|2020-01-23|0.0|0|0.0|0|165.83333333333334|0|9.848958333333334|0
0|2020-01-24|0.0|0|0.0|0|151.92708333333334|0|6.364583333333333|0
0|2020-01-25|0.0|0|0.0|0|265.0|0|11.114583333333334|0
0|2020-01-26|0.0|0|0.0|0|272.8645833333333|0|10.265625|0
0|2020-01-27|0.0|0|0.0|0|228.4375|0|11.223958333333334|0
0|2020-01-28|0.0|0|0.0|0|309.1145833333333|0|20.177083333333332|0
0|2020-01-29|0.0|0|0.0|0|133.90625|0|10.5|0
0|2020-01-30|0.0|0|0.0|0|123.85416666666667|0|6.572916666666667|0
0|2020-01-31|0.0|0|0.0|0|249.21875|0|11.479166666666666|0
0|2020-02-01|0.0|0|0.0|0|256.09375|0|10.130208333333334|0
0|2020-02-02|0.0|0|0.0|0|211.04166666666666|0|11.520833333333334|0
0|2020-02-03|0.0|0|0.0|0|202.39583333333334|0|11.411458333333334|0
0|2020-02-04|0.0|0|0.0|0|76.92708333333333|0|15.432291666666666|0
0|2020-02-05|0.0|0|0.0|0|257.0833333333333|0|9.526041666666666|0
0|2020-02-06|0.0|0|0.0|0|260.625|0|12.588541666666666|0
0|2020-02-07|0.0|0|0.0|0|158.125|0|9.5|0
0|2020-02-08|0.0|0|0.0|0|136.51041666666666|0|9.786458333333334|0
0|2020-02-09|0.0|0|0.0|0|174.32291666666666|0|13.260416666666666|0
0|2020-02-10|0.0|0|0.0|0|82.23958333333333|0|8.885416666666666|0
0|2020-02-11|0.0|0|0.0007291666666666667|0|49.53125|0|13.645833333333334|0
0|2020-02-12|0.0|0|0.0007291666666666667|0|220.88541666666666|0|11.041666666666666|0
0|2020-02-13|0.0|0|0.0|0|117.8125|0|9.645833333333334|0
0|2020-02-14|0.0|0|0.0|0|142.76041666666666|0|11.578125|0
0|2020-02-15|0.0|0|0.0|0|185.05208333333334|0|6.994791666666667|0
0|2020-02-16|0.0|0|0.0|0|248.28125|0|11.932291666666666|0
0|2020-02-17|0.0|0|0.0|0|230.67708333333334|0|10.229166666666666|0
0|2020-02-18|0.0|0|0.0|0|53.4375|0|12.276041666666666|0
0|2020-02-19|0.0|0|0.0|0|98.02083333333333|0|8.276041666666666|0
0|2020-02-20|0.0|0|0.0|0|44.479166666666664|0|13.135416666666666|0
0|2020-02-21|0.0|0|0.0|0|160.36458333333334|0|10.526041666666666|0
0|2020-02-22|0.0|0|0.0|0|150.10416666666666|0|7.208333333333333|0
0|2020-02-23|0.0|0|0.0|0|199.27083333333334|0|13.838541666666666|0
