|dates|Wayne_Utah_UnitedStates.BLS_EmployedPopulation.data|Wayne_Utah_UnitedStates.BLS_EmployedPopulation.missing|Wayne_Utah_UnitedStates.BLS_UnemployedPopulation.data|Wayne_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Wayne_Utah_UnitedStates.BLS_UnemploymentRate.data|Wayne_Utah_UnitedStates.BLS_UnemploymentRate.missing|Wayne_Utah_UnitedStates.BLS_LaborForcePopulation.data|Wayne_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-02|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-03|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-04|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-05|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-06|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-07|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-08|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-09|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-10|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-11|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-12|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-13|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-14|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-15|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-16|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-17|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-18|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-19|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-20|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-21|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-22|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-23|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-24|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-25|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-26|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-27|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-28|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-29|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-30|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-01-31|1150.5|0|143.5|0|11.089644513137557|0|1294.0|0
0|2020-02-01|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-02|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-03|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-04|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-05|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-06|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-07|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-08|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-09|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-10|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-11|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-12|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-13|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-14|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-15|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-16|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-17|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-18|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-19|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-20|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-21|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-22|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
0|2020-02-23|1217.0|0|139.0|0|10.250737463126844|0|1356.0|0
