|dates|Ravalli_Montana_UnitedStates.BLS_EmployedPopulation.data|Ravalli_Montana_UnitedStates.BLS_EmployedPopulation.missing|Ravalli_Montana_UnitedStates.BLS_UnemployedPopulation.data|Ravalli_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Ravalli_Montana_UnitedStates.BLS_UnemploymentRate.data|Ravalli_Montana_UnitedStates.BLS_UnemploymentRate.missing|Ravalli_Montana_UnitedStates.BLS_LaborForcePopulation.data|Ravalli_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|20892.0|0|671.0|0|3.1118119000139126|0|21563.0|0
