|dates|Glasscock_Texas_UnitedStates.BLS_EmployedPopulation.data|Glasscock_Texas_UnitedStates.BLS_EmployedPopulation.missing|Glasscock_Texas_UnitedStates.BLS_UnemployedPopulation.data|Glasscock_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Glasscock_Texas_UnitedStates.BLS_UnemploymentRate.data|Glasscock_Texas_UnitedStates.BLS_UnemploymentRate.missing|Glasscock_Texas_UnitedStates.BLS_LaborForcePopulation.data|Glasscock_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-02|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-03|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-04|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-05|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-06|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-07|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-08|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-09|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-10|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-11|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-12|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-13|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-14|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-15|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-16|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-17|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-18|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-19|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-20|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-21|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-22|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-23|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-24|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-25|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-26|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-27|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-28|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-29|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-30|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-01-31|795.0|0|16.0|0|1.972872996300863|0|811.0|0
0|2020-02-01|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-02|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-03|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-04|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-05|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-06|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-07|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-08|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-09|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-10|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-11|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-12|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-13|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-14|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-15|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-16|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-17|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
0|2020-02-18|817.0|0|16.5|0|1.9796040791841631|0|833.5|0
