|dates|Ritchie_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ritchie_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ritchie_WestVirginia_UnitedStates.Male_Total_Population.data|Ritchie_WestVirginia_UnitedStates.Male_Total_Population.missing|Ritchie_WestVirginia_UnitedStates.Female_Total_Population.data|Ritchie_WestVirginia_UnitedStates.Female_Total_Population.missing|Ritchie_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Ritchie_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2195.0|0|4862.0|0|4859.0|0|1943.0|0
