|dates|Bristol_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|Bristol_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|Bristol_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|Bristol_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|Bristol_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|Bristol_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|Bristol_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|Bristol_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-02|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-03|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-04|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-05|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-06|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-07|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-08|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-09|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-10|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-11|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-12|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-13|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-14|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-15|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-16|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-17|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-18|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-19|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-20|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-21|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-22|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-23|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-24|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-25|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-26|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-27|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-28|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-29|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-30|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-01-31|289173.5|0|13965.0|0|4.606805140224683|0|303138.5|0
0|2020-02-01|289575.5|0|13534.0|0|4.465053058383192|0|303109.5|0
