|dates|Ontario_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ontario_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ontario_NewYork_UnitedStates.Male_Total_Population.data|Ontario_NewYork_UnitedStates.Male_Total_Population.missing|Ontario_NewYork_UnitedStates.Female_Total_Population.data|Ontario_NewYork_UnitedStates.Female_Total_Population.missing|Ontario_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Ontario_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21893.0|0|53826.0|0|56038.0|0|22144.0|0
