|dates|NewportNews_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewportNews_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewportNews_Virginia_UnitedStates.Male_Total_Population.data|NewportNews_Virginia_UnitedStates.Male_Total_Population.missing|NewportNews_Virginia_UnitedStates.Female_Total_Population.data|NewportNews_Virginia_UnitedStates.Female_Total_Population.missing|NewportNews_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|NewportNews_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23341.0|0|86229.0|0|92397.0|0|41279.0|0
