|dates|Shelby_Tennessee_UnitedStates.AveragePrecipitationTotal.data|Shelby_Tennessee_UnitedStates.AveragePrecipitationTotal.missing|Shelby_Tennessee_UnitedStates.AveragePrecipitation.data|Shelby_Tennessee_UnitedStates.AveragePrecipitation.missing|Shelby_Tennessee_UnitedStates.AverageWindDirection.data|Shelby_Tennessee_UnitedStates.AverageWindDirection.missing|Shelby_Tennessee_UnitedStates.AverageWindSpeed.data|Shelby_Tennessee_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|169.63541666666666|0|4.65625|0
