|dates|Elbert_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elbert_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elbert_Georgia_UnitedStates.Male_Total_Population.data|Elbert_Georgia_UnitedStates.Male_Total_Population.missing|Elbert_Georgia_UnitedStates.Female_Total_Population.data|Elbert_Georgia_UnitedStates.Female_Total_Population.missing|Elbert_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Elbert_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3999.0|0|9147.0|0|9973.0|0|4113.0|0
