|dates|Sampson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sampson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sampson_NorthCarolina_UnitedStates.Male_Total_Population.data|Sampson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Sampson_NorthCarolina_UnitedStates.Female_Total_Population.data|Sampson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Sampson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Sampson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11336.0|0|31415.0|0|32211.0|0|15461.0|0
