|dates|RichmondCity_Virginia_UnitedStates.BLS_EmployedPopulation.data|RichmondCity_Virginia_UnitedStates.BLS_EmployedPopulation.missing|RichmondCity_Virginia_UnitedStates.BLS_UnemployedPopulation.data|RichmondCity_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|RichmondCity_Virginia_UnitedStates.BLS_UnemploymentRate.data|RichmondCity_Virginia_UnitedStates.BLS_UnemploymentRate.missing|RichmondCity_Virginia_UnitedStates.BLS_LaborForcePopulation.data|RichmondCity_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-02|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-03|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-04|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-05|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-06|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-07|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-08|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-09|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-10|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-11|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-12|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-13|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-14|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-15|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-16|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-17|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-18|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-19|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-20|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-21|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-22|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-23|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-24|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-25|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-26|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-27|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-28|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-29|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-30|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-01-31|116498.5|0|4013.5|0|3.3303737387148167|0|120512.0|0
0|2020-02-01|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-02|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-03|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-04|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-05|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-06|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-07|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
0|2020-02-08|117367.0|0|3699.0|0|3.0553582343515107|0|121066.0|0
