|dates|Washington_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_NewYork_UnitedStates.Male_Total_Population.data|Washington_NewYork_UnitedStates.Male_Total_Population.missing|Washington_NewYork_UnitedStates.Female_Total_Population.data|Washington_NewYork_UnitedStates.Female_Total_Population.missing|Washington_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11919.0|0|31674.0|0|29523.0|0|11465.0|0
