|dates|Piute_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Piute_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Piute_Utah_UnitedStates.Male_Total_Population.data|Piute_Utah_UnitedStates.Male_Total_Population.missing|Piute_Utah_UnitedStates.Female_Total_Population.data|Piute_Utah_UnitedStates.Female_Total_Population.missing|Piute_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Piute_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|417.0|0|746.0|0|699.0|0|331.0|0
