|dates|Wyoming_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wyoming_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wyoming_Pennsylvania_UnitedStates.Male_Total_Population.data|Wyoming_Pennsylvania_UnitedStates.Male_Total_Population.missing|Wyoming_Pennsylvania_UnitedStates.Female_Total_Population.data|Wyoming_Pennsylvania_UnitedStates.Female_Total_Population.missing|Wyoming_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Wyoming_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5728.0|0|13571.0|0|13475.0|0|5226.0|0
