|dates|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Clarendon_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Clarendon_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-02|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-03|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-04|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-05|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-06|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-07|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-08|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-09|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-10|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-11|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-12|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-13|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-14|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-15|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-16|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-17|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-18|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-19|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-20|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-21|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-22|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-23|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-24|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-25|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-26|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-27|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-28|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-29|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-30|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-01-31|12171.0|0|530.0|0|4.1728997716715215|0|12701.0|0
0|2020-02-01|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-02|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-03|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-04|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-05|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-06|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-07|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-08|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-09|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-10|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-11|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-12|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-13|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-14|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-15|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-16|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-17|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-18|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-19|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-20|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-21|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-22|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-23|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-24|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-25|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-26|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-27|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-28|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-02-29|12198.5|0|525.0|0|4.126223130427948|0|12723.5|0
0|2020-03-01|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
0|2020-03-02|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
0|2020-03-03|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
0|2020-03-04|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
0|2020-03-05|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
0|2020-03-06|12078.5|0|526.5|0|4.17691392304641|0|12605.0|0
