|dates|Warrick_Indiana_UnitedStates.BLS_EmployedPopulation.data|Warrick_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Warrick_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Warrick_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Warrick_Indiana_UnitedStates.BLS_UnemploymentRate.data|Warrick_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Warrick_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Warrick_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-02|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-03|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-04|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-05|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-06|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-07|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-08|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-09|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-10|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-11|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-12|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-13|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-14|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-15|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-16|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-17|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-18|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-19|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-20|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-21|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-22|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-23|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-24|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-25|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-26|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-27|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-28|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-29|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-30|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-01-31|31841.0|0|1048.5|0|3.1879475212453823|0|32889.5|0
0|2020-02-01|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-02|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-03|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-04|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-05|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-06|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-07|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-08|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-09|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-10|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-11|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-12|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-13|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-14|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-15|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-16|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-17|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-18|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-19|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-20|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-21|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-22|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-23|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-24|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-25|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-26|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-27|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-28|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-02-29|31909.5|0|974.0|0|2.9619718095701493|0|32883.5|0
0|2020-03-01|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-02|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-03|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-04|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-05|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-06|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-07|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-08|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-09|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-10|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-11|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-12|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
0|2020-03-13|31061.5|0|916.5|0|2.866032897617112|0|31978.0|0
