|dates|Cherry_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherry_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherry_Nebraska_UnitedStates.Male_Total_Population.data|Cherry_Nebraska_UnitedStates.Male_Total_Population.missing|Cherry_Nebraska_UnitedStates.Female_Total_Population.data|Cherry_Nebraska_UnitedStates.Female_Total_Population.missing|Cherry_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Cherry_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1256.0|0|2921.0|0|2840.0|0|1354.0|0
