|dates|Colorado_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colorado_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colorado_Texas_UnitedStates.Male_Total_Population.data|Colorado_Texas_UnitedStates.Male_Total_Population.missing|Colorado_Texas_UnitedStates.Female_Total_Population.data|Colorado_Texas_UnitedStates.Female_Total_Population.missing|Colorado_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Colorado_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4698.0|0|10665.0|0|10552.0|0|4840.0|0
