|dates|Yalobusha_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yalobusha_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yalobusha_Mississippi_UnitedStates.Male_Total_Population.data|Yalobusha_Mississippi_UnitedStates.Male_Total_Population.missing|Yalobusha_Mississippi_UnitedStates.Female_Total_Population.data|Yalobusha_Mississippi_UnitedStates.Female_Total_Population.missing|Yalobusha_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Yalobusha_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2474.0|0|5934.0|0|6458.0|0|2776.0|0
