|dates|Sweetwater_Wyoming_UnitedStates.AveragePrecipitationTotal.data|Sweetwater_Wyoming_UnitedStates.AveragePrecipitationTotal.missing|Sweetwater_Wyoming_UnitedStates.AveragePrecipitation.data|Sweetwater_Wyoming_UnitedStates.AveragePrecipitation.missing|Sweetwater_Wyoming_UnitedStates.AverageWindDirection.data|Sweetwater_Wyoming_UnitedStates.AverageWindDirection.missing|Sweetwater_Wyoming_UnitedStates.AverageWindSpeed.data|Sweetwater_Wyoming_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|246.86011904761904|0|24.71329365079365|0
0|2020-01-02|0.0|0|0.0|0|255.4513888888889|0|24.826388888888886|0
0|2020-01-03|0.0|0|0.0|0|253.05555555555557|0|24.333333333333332|0
0|2020-01-04|0.0|0|0.0|0|215.41666666666666|0|12.25|0
0|2020-01-05|0.0|0|0.0|0|193.75|0|13.291666666666666|0
0|2020-01-06|0.0|0|0.0|0|259.1666666666667|0|29.4375|0
0|2020-01-07|0.0|0|0.0|0|200.83333333333334|0|14.958333333333334|0
0|2020-01-08|0.0|0|0.0|0|203.54166666666666|0|10.916666666666666|0
0|2020-01-09|0.0|0|0.0|0|240.5902777777778|0|12.527777777777779|0
0|2020-01-10|0.0|0|0.0|0|239.16666666666666|0|12.0|0
0|2020-01-11|0.0|0|0.0|0|197.66666666666666|0|10.847222222222223|0
0|2020-01-12|0.0|0|0.0|0|219.83333333333334|0|12.999305555555557|0
0|2020-01-13|0.0|0|0.0|0|173.97916666666666|0|11.174999999999999|0
0|2020-01-14|0.0|0|0.0|0|176.28472222222226|0|12.052083333333334|0
0|2020-01-15|0.0|0|0.0|0|143.75|0|6.166666666666667|0
0|2020-01-16|0.0|0|0.0|0|81.66666666666667|0|6.75|0
0|2020-01-17|0.0|0|0.0|0|223.3263888888889|0|21.29236111111111|0
0|2020-01-18|0.0|0|0.0|0|225.41666666666666|0|11.916666666666666|0
0|2020-01-19|0.0|0|0.0|0|199.16666666666666|0|5.583333333333333|0
0|2020-01-20|0.0|0|0.0|0|75.0|0|2.2395833333333335|0
0|2020-01-21|0.0|0|0.0|0|217.29166666666666|0|8.791666666666666|0
0|2020-01-22|0.0|0|0.0|0|246.73611111111111|0|16.777777777777775|0
0|2020-01-23|0.0|0|0.0|0|260.5208333333333|0|16.027777777777775|0
0|2020-01-24|0.0|0|0.0|0|243.1597222222222|0|15.489583333333334|0
0|2020-01-25|0.0|0|0.0|0|250.83333333333334|0|16.416666666666668|0
0|2020-01-26|0.0|0|0.0002777777777777778|0|207.70833333333334|0|9.277777777777779|0
0|2020-01-27|0.0004166666666666667|0|0.0|0|259.31944444444446|0|22.745833333333334|0
0|2020-01-28|0.0|0|0.0|0|245.875|0|15.741666666666667|0
0|2020-01-29|0.0|0|0.0|0|234.0625|0|11.760416666666666|0
0|2020-01-30|0.0|0|0.0|0|258.4375|0|18.291666666666668|0
0|2020-01-31|0.0|0|0.0|0|247.5|0|19.916666666666668|0
0|2020-02-01|0.0|0|0.0|0|203.54166666666666|0|15.4375|0
0|2020-02-02|0.0|0|0.0|0|133.33333333333334|0|7.166666666666667|0
0|2020-02-03|0.0|0|0.0007291666666666667|0|49.270833333333336|0|30.989583333333332|0
0|2020-02-04|0.0008333333333333334|0|0.0|0|140.20833333333334|0|11.375|0
0|2020-02-05|0.0|0|0.0|0|249.58333333333334|0|24.125|0
0|2020-02-06|0.0|0|0.0|0|273.40277777777777|0|22.5625|0
0|2020-02-07|0.00020833333333333335|0|0.0004166666666666667|0|258.92361111111114|0|25.684027777777782|0
0|2020-02-08|0.0|0|0.0|0|247.91666666666666|0|18.541666666666668|0
0|2020-02-09|0.0|0|0.0|0|140.05555555555554|0|14.805555555555557|0
0|2020-02-10|0.0|0|0.0|0|174.30555555555557|0|11.201388888888891|0
0|2020-02-11|0.0|0|0.0|0|225.15674603174602|0|12.94623015873016|0
0|2020-02-12|0.0|0|0.0|0|232.08333333333334|0|8.638888888888888|0
0|2020-02-13|0.0|0|0.0|0|223.125|0|14.479166666666666|0
0|2020-02-14|0.0|0|0.0|0|228.75|0|12.125|0
0|2020-02-15|0.0|0|0.0|0|225.20833333333334|0|15.25|0
