|dates|Ford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ford_Kansas_UnitedStates.Male_Total_Population.data|Ford_Kansas_UnitedStates.Male_Total_Population.missing|Ford_Kansas_UnitedStates.Female_Total_Population.data|Ford_Kansas_UnitedStates.Female_Total_Population.missing|Ford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3792.0|0|17584.0|0|16304.0|0|10213.0|0
