|dates|Jackson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Ohio_UnitedStates.Male_Total_Population.data|Jackson_Ohio_UnitedStates.Male_Total_Population.missing|Jackson_Ohio_UnitedStates.Female_Total_Population.data|Jackson_Ohio_UnitedStates.Female_Total_Population.missing|Jackson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5602.0|0|15868.0|0|16516.0|0|7652.0|0
