|dates|Scott_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Arkansas_UnitedStates.Male_Total_Population.data|Scott_Arkansas_UnitedStates.Male_Total_Population.missing|Scott_Arkansas_UnitedStates.Female_Total_Population.data|Scott_Arkansas_UnitedStates.Female_Total_Population.missing|Scott_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2152.0|0|5236.0|0|5083.0|0|2396.0|0
