|dates|Burke_Georgia_UnitedStates.BLS_EmployedPopulation.data|Burke_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Burke_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Burke_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Burke_Georgia_UnitedStates.BLS_UnemploymentRate.data|Burke_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Burke_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Burke_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-02|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-03|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-04|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-05|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-06|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-07|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-08|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-09|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-10|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-11|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-12|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-13|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-14|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-15|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-16|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-17|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-18|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-19|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-20|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-21|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-22|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-23|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-24|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-25|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-26|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-27|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-28|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-29|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-30|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-01-31|8850.0|0|509.5|0|5.443666862546076|0|9359.5|0
0|2020-02-01|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-02|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-03|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-04|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-05|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-06|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-07|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-08|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-09|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-10|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-11|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-12|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-13|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-14|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-15|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-16|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-17|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-18|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-19|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-20|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-21|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-22|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-23|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-24|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-25|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-26|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-27|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-28|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-02-29|8882.0|0|463.0|0|4.9545211342964155|0|9345.0|0
0|2020-03-01|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-02|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-03|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-04|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-05|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-06|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-07|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-08|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-09|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-10|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-11|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-12|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-13|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-14|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-15|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-16|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-17|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-18|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-19|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-20|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-21|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-22|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-23|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-24|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-25|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-26|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-27|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-28|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-29|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-30|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-03-31|8796.5|0|479.0|0|5.164142094765781|0|9275.5|0
0|2020-04-01|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-02|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-03|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-04|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-05|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-06|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-07|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-08|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-09|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-10|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-11|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-12|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-13|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-14|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-15|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-16|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-17|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-18|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-19|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-20|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-21|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-22|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-23|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-24|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-25|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-26|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
0|2020-04-27|7688.5|0|895.0|0|10.426982000349508|0|8583.5|0
