|dates|Billings_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Billings_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Billings_NorthDakota_UnitedStates.Male_Total_Population.data|Billings_NorthDakota_UnitedStates.Male_Total_Population.missing|Billings_NorthDakota_UnitedStates.Female_Total_Population.data|Billings_NorthDakota_UnitedStates.Female_Total_Population.missing|Billings_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Billings_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|206.0|0|501.0|0|418.0|0|187.0|0
