|dates|Plaquemines_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Plaquemines_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Plaquemines_Louisiana_UnitedStates.Male_Total_Population.data|Plaquemines_Louisiana_UnitedStates.Male_Total_Population.missing|Plaquemines_Louisiana_UnitedStates.Female_Total_Population.data|Plaquemines_Louisiana_UnitedStates.Female_Total_Population.missing|Plaquemines_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Plaquemines_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3143.0|0|11805.0|0|11605.0|0|6058.0|0
