|dates|Ford_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ford_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ford_Illinois_UnitedStates.Male_Total_Population.data|Ford_Illinois_UnitedStates.Male_Total_Population.missing|Ford_Illinois_UnitedStates.Female_Total_Population.data|Ford_Illinois_UnitedStates.Female_Total_Population.missing|Ford_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Ford_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2487.0|0|6556.0|0|6708.0|0|3037.0|0
