|dates|Cass_Indiana_UnitedStates.AveragePrecipitationTotal.data|Cass_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Cass_Indiana_UnitedStates.AveragePrecipitation.data|Cass_Indiana_UnitedStates.AveragePrecipitation.missing|Cass_Indiana_UnitedStates.AverageWindDirection.data|Cass_Indiana_UnitedStates.AverageWindDirection.missing|Cass_Indiana_UnitedStates.AverageWindSpeed.data|Cass_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|221.97916666666666|0|11.536458333333334|0
0|2020-01-02|0.0|0|0.0|0|208.59375|0|11.213541666666666|0
0|2020-01-03|0.0|0|0.0|0|225.625|0|3.9479166666666665|0
0|2020-01-04|0.0|0|0.0|0|310.625|0|7.46875|0
0|2020-01-05|0.0|0|0.0|0|241.45833333333334|0|14.0625|0
0|2020-01-06|0.0|0|0.0|0|250.72916666666666|0|8.229166666666666|0
0|2020-01-07|0.0|0|0.0|0|189.16666666666666|0|8.0|0
0|2020-01-08|0.0|0|0.0|0|213.22916666666666|0|8.21875|0
0|2020-01-09|0.0|0|0.0007291666666666667|0|161.45833333333334|0|15.65625|0
0|2020-01-10|0.0|0|0.011250000000000005|0|179.47916666666666|0|10.057291666666666|0
0|2020-01-11|0.0|0|0.0402083333333333|0|231.14583333333334|0|11.723958333333334|0
0|2020-01-12|0.0|0|0.0|0|175.3125|0|5.65625|0
0|2020-01-13|0.0|0|0.0|0|188.95833333333334|0|7.979166666666667|0
0|2020-01-14|0.0|0|0.0|0|193.64583333333334|0|7.697916666666667|0
0|2020-01-15|0.0|0|0.0|0|170.41666666666666|0|8.052083333333334|0
0|2020-01-16|0.0|0|0.0|0|289.53125|0|10.807291666666666|0
0|2020-01-17|0.0|0|0.0|0|89.84375|0|12.760416666666666|0
0|2020-01-18|0.0|0|0.012500000000000002|0|218.125|0|19.0|0
0|2020-01-19|0.0|0|0.0|0|278.8541666666667|0|15.072916666666666|0
0|2020-01-20|0.0|0|0.0|0|137.91666666666666|0|2.6041666666666665|0
0|2020-01-21|0.0|0|0.0|0|178.4375|0|4.098958333333333|0
0|2020-01-22|0.0|0|0.0|0|169.27083333333334|0|7.958333333333333|0
0|2020-01-23|0.0|0|0.0|0|138.64583333333334|0|7.270833333333333|0
0|2020-01-24|0.0|0|0.0009375|0|141.5625|0|6.802083333333333|0
0|2020-01-25|0.0|0|0.0007291666666666667|0|238.02083333333334|0|12.885416666666666|0
0|2020-01-26|0.0|0|0.0|0|233.54166666666666|0|10.229166666666666|0
0|2020-01-27|0.0|0|0.0|0|290.7291666666667|0|5.645833333333333|0
0|2020-01-28|0.0|0|0.0|0|222.5|0|4.114583333333333|0
0|2020-01-29|0.0|0|0.0|0|28.125|0|1.28125|0
0|2020-01-30|0.0|0|0.0|0|62.708333333333336|0|2.4895833333333335|0
0|2020-01-31|0.0|0|0.0|0|72.08333333333333|0|2.9583333333333335|0
0|2020-02-01|0.0|0|0.0|0|204.89583333333334|0|9.270833333333334|0
0|2020-02-02|0.0|0|0.0|0|247.29166666666666|0|15.510416666666666|0
0|2020-02-03|0.0|0|0.0|0|139.58333333333334|0|5.197916666666667|0
0|2020-02-04|0.0|0|0.0|0|97.76041666666667|0|9.197916666666666|0
0|2020-02-05|0.0|0|0.002291666666666667|0|50.364583333333336|0|8.213541666666666|0
0|2020-02-06|0.0|0|0.0|0|120.72916666666667|0|7.510416666666667|0
0|2020-02-07|0.0|0|0.0|0|288.6458333333333|0|7.46875|0
0|2020-02-08|0.0|0|0.0|0|181.66666666666666|0|4.270833333333333|0
0|2020-02-09|0.0|0|0.0022916666666666667|0|166.04166666666666|0|9.989583333333334|0
0|2020-02-10|0.0|0|0.0003125|0|263.2291666666667|0|4.4375|0
0|2020-02-11|0.0|0|0.0|0|259.1666666666667|0|6.4375|0
0|2020-02-12|0.0|0|0.0012499999999999998|0|128.33333333333334|0|4.802083333333333|0
0|2020-02-13|0.0|0|0.00020833333333333335|0|252.08333333333334|0|8.416666666666666|0
0|2020-02-14|0.0|0|0.0|0|215.05208333333334|0|6.036458333333333|0
0|2020-02-15|0.0|0|0.0|0|192.29166666666666|0|9.90625|0
0|2020-02-16|0.0|0|0.0|0|205.3125|0|4.364583333333333|0
0|2020-02-17|0.0|0|0.003333333333333334|0|99.27083333333333|0|9.510416666666666|0
0|2020-02-18|0.0|0|0.0004166666666666667|0|270.5208333333333|0|9.25|0
0|2020-02-19|0.0|0|0.0|0|311.25|0|7.265625|0
0|2020-02-20|0.0|0|0.0|0|294.5833333333333|0|7.770833333333333|0
0|2020-02-21|0.0|0|0.0|0|239.79166666666666|0|8.552083333333334|0
0|2020-02-22|0.0|0|0.0|0|216.77083333333334|0|10.854166666666666|0
0|2020-02-23|0.0|0|0.0|0|208.4375|0|9.208333333333334|0
0|2020-02-24|0.0|0|0.0039583333333333345|0|121.19791666666667|0|5.390625|0
0|2020-02-25|0.0|0|0.001979166666666667|0|33.229166666666664|0|8.864583333333334|0
0|2020-02-26|0.0|0|0.0|0|232.8125|0|11.9375|0
0|2020-02-27|0.0|0|0.0|0|279.0625|0|10.375|0
0|2020-02-28|0.0|0|0.0|0|278.6458333333333|0|7.5625|0
0|2020-02-29|0.0|0|0.0|0|234.27083333333334|0|7.041666666666667|0
0|2020-03-01|0.0|0|0.0|0|182.08333333333334|0|10.333333333333334|0
0|2020-03-02|0.0|0|0.006875000000000002|0|216.04166666666666|0|9.729166666666666|0
