|dates|Union_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Pennsylvania_UnitedStates.Male_Total_Population.data|Union_Pennsylvania_UnitedStates.Male_Total_Population.missing|Union_Pennsylvania_UnitedStates.Female_Total_Population.data|Union_Pennsylvania_UnitedStates.Female_Total_Population.missing|Union_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8090.0|0|24342.0|0|20443.0|0|8127.0|0
