|dates|Traverse_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Traverse_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Traverse_Minnesota_UnitedStates.Male_Total_Population.data|Traverse_Minnesota_UnitedStates.Male_Total_Population.missing|Traverse_Minnesota_UnitedStates.Female_Total_Population.data|Traverse_Minnesota_UnitedStates.Female_Total_Population.missing|Traverse_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Traverse_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-01-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-02-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-03-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-04-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-05-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-06-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-07-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-08-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-09-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-10-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-11-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-18|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-19|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-20|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-21|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-22|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-23|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-24|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-25|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-26|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-27|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-28|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-29|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-30|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2020-12-31|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-01|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-02|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-03|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-04|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-05|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-06|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-07|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-08|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-09|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-10|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-11|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-12|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-13|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-14|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-15|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-16|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-17|832.0|0|1659.0|0|1649.0|0|693.0|0
0|2021-01-18|832.0|0|1659.0|0|1649.0|0|693.0|0
