|dates|OutofDC_DistrictofColumbia_UnitedStates.BLS_EmployedPopulation.data|OutofDC_DistrictofColumbia_UnitedStates.BLS_EmployedPopulation.missing|OutofDC_DistrictofColumbia_UnitedStates.BLS_UnemployedPopulation.data|OutofDC_DistrictofColumbia_UnitedStates.BLS_UnemployedPopulation.missing|OutofDC_DistrictofColumbia_UnitedStates.BLS_UnemploymentRate.data|OutofDC_DistrictofColumbia_UnitedStates.BLS_UnemploymentRate.missing|OutofDC_DistrictofColumbia_UnitedStates.BLS_LaborForcePopulation.data|OutofDC_DistrictofColumbia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
