|dates|NewYorkCity_NewYork_UnitedStates.BLS_EmployedPopulation.data|NewYorkCity_NewYork_UnitedStates.BLS_EmployedPopulation.missing|NewYorkCity_NewYork_UnitedStates.BLS_UnemployedPopulation.data|NewYorkCity_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|NewYorkCity_NewYork_UnitedStates.BLS_UnemploymentRate.data|NewYorkCity_NewYork_UnitedStates.BLS_UnemploymentRate.missing|NewYorkCity_NewYork_UnitedStates.BLS_LaborForcePopulation.data|NewYorkCity_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
