|dates|Osceola_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osceola_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osceola_Michigan_UnitedStates.Male_Total_Population.data|Osceola_Michigan_UnitedStates.Male_Total_Population.missing|Osceola_Michigan_UnitedStates.Female_Total_Population.data|Osceola_Michigan_UnitedStates.Female_Total_Population.missing|Osceola_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Osceola_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4947.0|0|11772.0|0|11569.0|0|5209.0|0
