|dates|Faulk_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Faulk_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Faulk_SouthDakota_UnitedStates.Male_Total_Population.data|Faulk_SouthDakota_UnitedStates.Male_Total_Population.missing|Faulk_SouthDakota_UnitedStates.Female_Total_Population.data|Faulk_SouthDakota_UnitedStates.Female_Total_Population.missing|Faulk_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Faulk_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|544.0|0|1156.0|0|1174.0|0|590.0|0
