|dates|Brazoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brazoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brazoria_Texas_UnitedStates.Male_Total_Population.data|Brazoria_Texas_UnitedStates.Male_Total_Population.missing|Brazoria_Texas_UnitedStates.Female_Total_Population.data|Brazoria_Texas_UnitedStates.Female_Total_Population.missing|Brazoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brazoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|43678.0|0|187001.0|0|183199.0|0|97945.0|0
