|dates|Peach_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Peach_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Peach_Georgia_UnitedStates.Male_Total_Population.data|Peach_Georgia_UnitedStates.Male_Total_Population.missing|Peach_Georgia_UnitedStates.Female_Total_Population.data|Peach_Georgia_UnitedStates.Female_Total_Population.missing|Peach_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Peach_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4367.0|0|13158.0|0|14139.0|0|5700.0|0
