|dates|Falls_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Falls_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Falls_Texas_UnitedStates.Male_Total_Population.data|Falls_Texas_UnitedStates.Male_Total_Population.missing|Falls_Texas_UnitedStates.Female_Total_Population.data|Falls_Texas_UnitedStates.Female_Total_Population.missing|Falls_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Falls_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3147.0|0|8230.0|0|9105.0|0|3613.0|0
