|dates|Wood_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wood_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wood_Wisconsin_UnitedStates.Male_Total_Population.data|Wood_Wisconsin_UnitedStates.Male_Total_Population.missing|Wood_Wisconsin_UnitedStates.Female_Total_Population.data|Wood_Wisconsin_UnitedStates.Female_Total_Population.missing|Wood_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Wood_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15022.0|0|35949.0|0|37106.0|0|15748.0|0
