|dates|Monroe_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Tennessee_UnitedStates.Male_Total_Population.data|Monroe_Tennessee_UnitedStates.Male_Total_Population.missing|Monroe_Tennessee_UnitedStates.Female_Total_Population.data|Monroe_Tennessee_UnitedStates.Female_Total_Population.missing|Monroe_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9818.0|0|23088.0|0|23269.0|0|9768.0|0
