|dates|Clinton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Iowa_UnitedStates.Male_Total_Population.data|Clinton_Iowa_UnitedStates.Male_Total_Population.missing|Clinton_Iowa_UnitedStates.Female_Total_Population.data|Clinton_Iowa_UnitedStates.Female_Total_Population.missing|Clinton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9160.0|0|22844.0|0|23674.0|0|10602.0|0
