|dates|Greene_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Tennessee_UnitedStates.Male_Total_Population.data|Greene_Tennessee_UnitedStates.Male_Total_Population.missing|Greene_Tennessee_UnitedStates.Female_Total_Population.data|Greene_Tennessee_UnitedStates.Female_Total_Population.missing|Greene_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14918.0|0|33987.0|0|35100.0|0|13358.0|0
