|dates|Wayne_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Wayne_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Wayne_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Wayne_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Wayne_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Wayne_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Wayne_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Wayne_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|47892.0|0|2363.0|0|4.702019699532385|0|50255.0|0
