|dates|Murray_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Murray_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Murray_Minnesota_UnitedStates.Male_Total_Population.data|Murray_Minnesota_UnitedStates.Male_Total_Population.missing|Murray_Minnesota_UnitedStates.Female_Total_Population.data|Murray_Minnesota_UnitedStates.Female_Total_Population.missing|Murray_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Murray_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2111.0|0|4140.0|0|4136.0|0|1815.0|0
