|dates|Oxford_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oxford_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oxford_Maine_UnitedStates.Male_Total_Population.data|Oxford_Maine_UnitedStates.Male_Total_Population.missing|Oxford_Maine_UnitedStates.Female_Total_Population.data|Oxford_Maine_UnitedStates.Female_Total_Population.missing|Oxford_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Oxford_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12483.0|0|28505.0|0|29113.0|0|10624.0|0
