|dates|Vermillion_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vermillion_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vermillion_Indiana_UnitedStates.Male_Total_Population.data|Vermillion_Indiana_UnitedStates.Male_Total_Population.missing|Vermillion_Indiana_UnitedStates.Female_Total_Population.data|Vermillion_Indiana_UnitedStates.Female_Total_Population.missing|Vermillion_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vermillion_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3102.0|0|7691.0|0|7788.0|0|3379.0|0
