|dates|Solano_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Solano_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Solano_California_UnitedStates.Male_Total_Population.data|Solano_California_UnitedStates.Male_Total_Population.missing|Solano_California_UnitedStates.Female_Total_Population.data|Solano_California_UnitedStates.Female_Total_Population.missing|Solano_California_UnitedStates.MaleAndFemale_Under18_Population.data|Solano_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|70430.0|0|221997.0|0|224613.0|0|98740.0|0
