|dates|Burlington_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burlington_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burlington_NewJersey_UnitedStates.Male_Total_Population.data|Burlington_NewJersey_UnitedStates.Male_Total_Population.missing|Burlington_NewJersey_UnitedStates.Female_Total_Population.data|Burlington_NewJersey_UnitedStates.Female_Total_Population.missing|Burlington_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Burlington_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|75401.0|0|219438.0|0|225946.0|0|92652.0|0
