|dates|Phelps_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phelps_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phelps_Missouri_UnitedStates.Male_Total_Population.data|Phelps_Missouri_UnitedStates.Male_Total_Population.missing|Phelps_Missouri_UnitedStates.Female_Total_Population.data|Phelps_Missouri_UnitedStates.Female_Total_Population.missing|Phelps_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Phelps_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7352.0|0|23354.0|0|21378.0|0|9324.0|0
