|dates|Fayette_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Pennsylvania_UnitedStates.Male_Total_Population.data|Fayette_Pennsylvania_UnitedStates.Male_Total_Population.missing|Fayette_Pennsylvania_UnitedStates.Female_Total_Population.data|Fayette_Pennsylvania_UnitedStates.Female_Total_Population.missing|Fayette_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27603.0|0|64616.0|0|65825.0|0|25011.0|0
