|dates|Lafayette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Wisconsin_UnitedStates.Male_Total_Population.data|Lafayette_Wisconsin_UnitedStates.Male_Total_Population.missing|Lafayette_Wisconsin_UnitedStates.Female_Total_Population.data|Lafayette_Wisconsin_UnitedStates.Female_Total_Population.missing|Lafayette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3112.0|0|8435.0|0|8230.0|0|4080.0|0
