|dates|Adams_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Washington_UnitedStates.Male_Total_Population.data|Adams_Washington_UnitedStates.Male_Total_Population.missing|Adams_Washington_UnitedStates.Female_Total_Population.data|Adams_Washington_UnitedStates.Female_Total_Population.missing|Adams_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2185.0|0|10009.0|0|9750.0|0|7004.0|0
