|dates|Knox_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Maine_UnitedStates.Male_Total_Population.data|Knox_Maine_UnitedStates.Male_Total_Population.missing|Knox_Maine_UnitedStates.Female_Total_Population.data|Knox_Maine_UnitedStates.Female_Total_Population.missing|Knox_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10057.0|0|19617.0|0|20154.0|0|7081.0|0
