|dates|Lauderdale_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lauderdale_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lauderdale_Mississippi_UnitedStates.Male_Total_Population.data|Lauderdale_Mississippi_UnitedStates.Male_Total_Population.missing|Lauderdale_Mississippi_UnitedStates.Female_Total_Population.data|Lauderdale_Mississippi_UnitedStates.Female_Total_Population.missing|Lauderdale_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Lauderdale_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13072.0|0|36501.0|0|38816.0|0|17636.0|0
