|dates|Butler_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Iowa_UnitedStates.Male_Total_Population.data|Butler_Iowa_UnitedStates.Male_Total_Population.missing|Butler_Iowa_UnitedStates.Female_Total_Population.data|Butler_Iowa_UnitedStates.Female_Total_Population.missing|Butler_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3247.0|0|7257.0|0|7282.0|0|3271.0|0
