|dates|Okmulgee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Okmulgee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Okmulgee_Oklahoma_UnitedStates.Male_Total_Population.data|Okmulgee_Oklahoma_UnitedStates.Male_Total_Population.missing|Okmulgee_Oklahoma_UnitedStates.Female_Total_Population.data|Okmulgee_Oklahoma_UnitedStates.Female_Total_Population.missing|Okmulgee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Okmulgee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7241.0|0|18967.0|0|19368.0|0|9009.0|0
