|dates|Pulaski_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Missouri_UnitedStates.Male_Total_Population.data|Pulaski_Missouri_UnitedStates.Male_Total_Population.missing|Pulaski_Missouri_UnitedStates.Female_Total_Population.data|Pulaski_Missouri_UnitedStates.Female_Total_Population.missing|Pulaski_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4674.0|0|29387.0|0|22627.0|0|11371.0|0
